Target Gift Flag,Control Number,Target Gift Amount,Gift Count 36 Months,Gift Count All Months,Gift Count Card 36 Months,Gift Count Card All Months,Gift Amount Last,Gift Amount Average 36 Months,Gift Amount Average All Months,Gift Amount Average Card 36 Months,Time Since Last Gift,Time Since First Gift,Promotion Count 12 Months,Promotion Count 36 Months,Promotion Count All Months,Promotion Count Card 12 Months,Promotion Count Card 36 Months,Promotion Count Card All Months,Status Category 96NK,Status Category Star All Months,Demographic Cluster,Age,Gender,Home Owner,Median Home Value Region,Percent Veterans Region,Median Income Region,Observation Number
1,57899,10,2,29,1,16,20,20,10.55,20,24,128,12,33,84,6,16,36,S,1,20,.,F,U,30700,29,0,2272
1,57052,29,2,7,1,6,24,21,16.57,18,20,76,13,32,56,6,16,22,A,1,49,50,U,H,68300,31,58413,2275
0,57069,.,2,4,1,2,31,30,25.25,29,18,44,13,35,41,6,17,18,A,0,39,.,F,U,50600,28,0,2277
1,57151,26,2,10,0,2,21,20.5,15.9,.,26,63,10,32,52,5,5,21,A,0,42,61,F,U,87500,11,42819,2281
0,57269,.,2,8,2,8,15,15,9.63,15,15,129,11,23,58,4,10,24,A,1,51,.,M,U,34300,28,21558,2289
1,57419,10,1,4,0,3,15,15,7.5,.,26,65,10,29,42,4,4,16,A,0,12,35,F,H,91000,18,72882,2295
0,57990,.,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,N,0,42,58,F,U,97500,42,66828,2297
1,185572,5,6,18,2,6,5,8.33,7.67,7.5,4,65,18,33,52,4,12,15,A,1,11,.,M,U,88400,0,0,2299
1,57964,12,4,16,3,13,12,10.5,9.19,10.67,16,130,9,20,55,4,9,20,S,1,33,71,M,U,42800,30,40054,2315
1,57992,5,6,15,6,10,5,5,4.87,5,16,68,13,34,53,6,17,22,S,1,42,51,M,H,83800,42,43494,2322
1,58130,7,5,27,4,13,15,7.6,5.11,8,17,111,7,21,65,4,13,27,S,1,51,.,F,U,28300,15,22720,2329
1,191297,5,8,36,4,20,5,7.75,7.75,9.25,15,126,5,21,74,3,12,30,S,1,0,.,F,U,49500,20,36364,2330
1,58147,5,4,22,0,13,5,5,4.41,.,18,130,11,30,71,5,5,30,S,1,51,56,M,U,31800,19,0,2331
0,58049,.,5,20,3,10,5,5,4.15,5,16,125,12,29,66,5,13,28,S,1,44,77,M,U,49500,20,0,2332
0,58198,.,6,14,2,6,4,4.17,3.64,3.75,15,105,14,32,59,6,15,25,S,1,51,.,F,U,19800,20,0,2333
1,58203,6,6,6,3,3,7,5.33,5.33,5.67,18,32,7,23,22,4,11,9,A,0,51,53,M,U,22400,25,28100,2334
0,58262,.,5,25,2,11,5,3.4,2.92,4,18,105,13,32,67,6,15,26,S,1,35,79,F,H,63200,31,37165,2336
1,14376,15,6,11,5,6,10,11.33,9.45,11.6,17,45,28,50,56,6,17,18,A,1,45,31,F,H,29500,26,33697,2337
1,58284,4,8,16,5,6,4,4.13,3.69,3.8,16,67,13,34,50,6,17,21,A,0,45,65,F,H,46300,35,44415,2339
1,58351,9,6,8,3,4,8,9.33,7.75,9.67,18,78,14,33,52,6,14,19,A,1,51,69,M,U,26900,25,36787,2342
1,186358,5,3,14,1,9,3,8.67,5.14,10,9,112,18,37,72,6,14,29,S,1,25,.,U,H,44800,9,41062,2344
0,58484,.,4,17,2,11,10,5,6.88,2.5,20,111,11,29,69,4,13,25,A,1,49,41,F,H,66200,21,0,2350
0,104359,.,2,4,2,4,25,25,25,25,24,44,11,21,22,5,10,11,A,1,27,35,M,H,41100,44,29089,2355
1,58566,16,2,3,1,1,20,8.5,12.33,12,15,32,13,28,26,5,11,10,A,0,40,74,M,H,63300,35,38796,2358
1,58728,20,1,5,1,4,20,20,10.4,20,20,98,12,26,54,4,9,19,A,0,51,49,M,U,18400,19,31950,2362
0,58777,.,3,29,1,12,13,14.33,9.1,15,20,128,13,34,81,6,16,33,S,1,49,69,F,U,43500,34,47500,2367
1,58786,20,2,18,0,11,10,10,6.06,.,25,127,11,31,75,5,5,30,A,1,43,70,F,U,42300,29,41861,2368
0,58835,.,3,12,2,10,10,10,7.25,10,17,126,13,28,64,6,13,27,A,1,44,80,M,U,59500,31,44605,2369
1,58850,6,4,23,1,10,6,6,3.52,6,17,103,13,25,56,6,11,24,S,1,38,75,M,H,45900,33,39954,2371
0,58884,.,4,6,3,3,5,5,5.17,5,18,33,12,27,27,6,14,12,S,1,43,79,F,U,39000,28,0,2374
0,59015,.,3,13,0,6,10,6.67,6.31,.,15,123,11,29,64,4,4,26,A,1,39,35,M,H,58500,38,48556,2380
0,1196,.,7,20,5,9,5,4.57,4.1,4.4,16,57,22,42,79,11,22,33,A,1,1,32,M,U,134800,0,92295,2388
0,59265,.,2,12,1,7,15,12.5,11.83,10,18,101,13,33,62,6,15,26,A,1,14,46,F,H,158300,36,105303,2389
1,59249,15,1,1,1,1,15,15,15,15,16,16,10,15,13,4,6,5,F,0,14,22,M,H,178100,26,105303,2390
0,59409,.,7,16,3,7,25,14.57,11.31,13,17,68,14,34,57,6,17,23,A,1,35,69,F,U,122800,25,0,2398
0,8358,.,0,11,0,4,18,0,12.45,.,27,111,7,7,51,2,2,19,A,0,35,.,F,U,96300,27,0,2400
0,59808,.,6,45,4,17,10,17.5,16.24,16,22,128,12,34,87,5,16,32,S,1,35,.,F,H,55700,32,52688,2403
0,8452,.,5,13,3,9,17,15.4,12.46,15,19,128,16,35,85,6,17,32,S,1,49,69,M,H,59100,25,62592,2404
0,59571,.,3,3,1,1,25,20,20,25,19,32,13,28,26,6,13,11,A,0,49,.,M,U,55100,30,73684,2406
0,59581,.,1,7,0,3,15,15,9.71,.,27,104,9,29,60,4,4,23,A,1,37,73,F,H,53200,19,55043,2407
0,59572,.,2,2,1,1,3,11.5,11.5,3,15,16,12,17,14,4,6,5,F,0,36,47,F,U,84100,28,55043,2408
0,59697,.,1,10,1,7,16,16,9.8,16,17,114,6,18,45,2,7,18,A,1,46,85,F,U,44400,35,46960,2417
0,59703,.,3,3,2,2,12,10.67,10.67,11,17,24,14,25,24,6,11,9,N,1,39,31,M,H,64500,34,52067,2421
0,60005,.,4,18,2,12,10,9.25,6.56,8.5,19,119,13,34,70,6,16,33,S,1,8,87,F,H,39700,33,36291,2432
0,60090,.,5,8,5,6,15,11,10.63,11,20,41,13,33,37,6,17,16,A,1,26,.,M,U,69900,37,0,2437
0,60127,.,1,2,1,2,10,10,12.5,10,18,21,12,20,17,6,10,8,N,0,17,74,M,U,58300,21,71148,2439
0,60563,.,1,12,0,10,15,15,8.92,.,18,126,13,30,68,4,4,29,A,1,23,79,F,H,105000,39,71503,2462
1,185880,13,1,8,0,4,15,15,10.13,.,6,100,17,30,58,5,5,20,A,0,21,79,M,U,45000,32,45936,2482
0,60940,.,1,4,0,2,20,20,14.25,.,26,74,9,22,42,4,4,15,A,0,27,43,M,U,52600,22,0,2483
0,61004,.,3,9,2,7,5,7.67,6.89,6.5,17,102,13,29,59,6,13,24,A,1,16,.,U,U,67100,30,52559,2486
0,61040,.,2,8,0,1,25,22.5,14.25,.,19,65,15,36,56,6,6,21,A,0,36,83,U,U,49900,32,0,2488
0,61039,.,4,10,1,4,9,12.25,8.5,9,15,63,13,33,50,6,16,20,A,0,36,42,M,U,42100,42,52305,2489
0,61220,.,2,5,2,3,25,20.5,16.2,20.5,24,57,11,33,42,6,17,18,A,0,17,57,M,H,108600,31,71115,2498
1,44088,10,4,16,3,10,10,10,7.69,10,19,67,13,32,55,6,17,23,S,1,23,61,M,H,126300,54,71115,2499
1,61275,12,4,11,4,7,12,9.5,7.64,9.5,15,69,13,34,56,6,17,22,A,1,40,49,M,U,79100,40,0,2501
0,61256,.,3,3,1,1,35,25,25,15,18,33,13,32,30,6,15,13,A,0,35,61,M,H,103900,43,64451,2502
1,61488,7,6,26,4,19,10,7.83,5.4,8,24,122,13,32,77,6,17,31,S,1,44,76,M,H,68200,28,51305,2510
0,61632,.,2,3,0,1,30,18.5,14,.,19,44,13,30,33,6,6,13,A,0,45,.,M,U,48300,20,0,2514
1,61536,25,2,2,1,1,15,12.5,12.5,10,18,33,10,25,23,4,10,9,A,0,31,.,M,U,56100,17,0,2515
1,61693,7,3,4,1,2,15,11,9,15,21,41,12,28,28,6,14,13,A,0,30,52,F,U,41300,34,44742,2526
1,61750,10,5,22,5,15,10,10.4,8.23,10.4,16,120,14,35,76,6,17,31,S,1,40,.,U,U,69200,31,0,2529
1,387,5,5,12,2,2,5,5.4,5.83,6,18,85,12,30,43,5,14,15,A,0,40,.,F,U,78900,31,53504,2531
1,6325,15,2,8,2,5,12,11,14,11,17,81,25,45,84,5,14,21,A,1,27,67,F,H,33100,39,32481,2535
0,62117,.,2,14,1,8,11,11.5,7.64,12,26,125,9,28,63,4,13,26,A,1,40,37,F,H,48400,33,47016,2550
0,62111,.,5,6,2,2,20,9.8,9,6,18,39,13,32,31,6,15,14,A,1,41,74,F,U,44600,26,47016,2551
0,62209,.,6,23,3,13,9,7.33,8.13,7,19,112,11,32,80,5,15,32,S,1,30,37,F,U,29200,28,32420,2557
0,62265,.,4,17,1,9,25,19,10.82,20,18,128,13,35,75,6,17,32,S,1,27,76,M,H,53500,36,42194,2561
0,62506,.,2,2,1,1,15,12.5,12.5,10,16,21,11,18,17,4,7,7,N,0,43,61,M,U,40900,28,0,2579
1,62741,11,4,20,2,10,12,10.5,8.5,9.5,18,93,13,35,71,6,17,26,S,1,46,.,M,U,62500,36,0,2592
1,62932,10,5,6,3,4,5,8.6,8,7,17,41,9,26,29,4,12,11,A,1,21,.,M,U,40300,0,0,2604
0,62961,.,3,4,3,4,14,12.67,10.25,12.67,20,53,12,24,31,6,12,13,A,1,18,51,F,U,66800,30,0,2605
0,63039,.,1,1,1,1,15,15,15,15,20,20,10,17,16,4,7,6,F,0,36,51,M,H,53500,31,49059,2608
1,63107,10,9,30,6,19,8,7.33,4.73,7.17,18,122,13,31,70,6,17,32,S,1,38,70,M,H,57800,41,59357,2611
0,63085,.,2,3,1,1,6,25,18.67,30,19,32,12,25,25,6,12,10,A,0,34,65,M,U,62100,27,59357,2614
0,63140,.,1,15,0,9,10,10,9.8,.,26,120,9,26,66,4,4,28,A,1,43,37,F,H,39500,31,56339,2615
0,63200,.,2,14,0,6,15,15,11.93,.,19,79,13,32,60,6,6,23,A,1,43,.,F,U,47200,27,42516,2622
0,63380,.,6,8,2,3,12,10.33,9,10,18,40,14,34,37,6,15,15,A,0,49,.,F,U,36500,29,0,2632
1,63542,26,3,9,2,6,25,21.67,14.56,22.5,17,93,14,33,63,6,15,23,A,0,39,49,F,H,44500,32,60290,2638
1,63572,12,3,11,2,9,13,11.67,5.82,12,24,113,11,31,59,5,14,25,S,1,42,56,F,H,77800,35,64484,2640
0,63790,.,1,13,0,7,35,35,19.46,.,25,127,12,34,76,6,6,35,A,1,36,.,F,H,41200,32,42394,2649
0,63799,.,7,9,4,4,8,10,10.56,8.25,22,44,12,33,38,6,16,16,A,1,46,35,F,U,51500,34,41250,2650
0,63830,.,1,17,1,11,10,10,8.24,10,21,124,11,25,67,4,10,26,A,1,38,.,F,U,58900,22,56637,2652
1,64008,35,3,4,1,1,21,17,19,15,15,31,12,27,26,5,12,10,A,0,12,35,M,H,88700,30,37546,2660
0,64062,.,3,14,3,11,10,10,9.14,10,16,77,13,32,62,6,15,22,S,1,49,40,M,H,59600,31,53270,2665
1,64203,6,9,37,8,22,4,6.44,6.19,6.38,15,130,15,34,86,6,17,33,S,1,28,61,M,U,40400,39,51091,2677
1,64261,10,4,24,1,12,10,7.5,5.63,5,16,128,7,23,59,3,11,27,S,1,36,.,F,H,36900,30,43112,2683
0,64305,.,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,49,49,M,H,38600,31,44421,2684
1,64419,14,2,9,1,3,14,14,10.22,14,16,80,15,34,54,6,15,22,A,0,49,.,M,U,72500,25,57372,2687
0,64476,.,0,1,0,0,15,0,15,.,20,20,8,8,12,3,3,5,F,0,40,.,F,U,53500,40,49262,2698
1,64609,50,2,3,1,2,50,37.5,33.33,50,17,57,13,30,41,6,14,17,A,0,44,57,F,H,85900,22,77130,2702
1,64749,15,4,8,3,5,15,13.5,11.25,13,19,56,13,33,48,6,16,19,A,1,13,62,F,H,210800,37,109313,2706
0,65101,.,5,10,4,5,6,8.6,7.7,8.5,18,53,13,33,44,6,17,20,S,1,18,66,F,H,87300,30,71424,2727
0,65115,.,2,4,2,2,10,17.5,16.25,17.5,15,21,14,22,20,6,10,8,N,0,41,.,F,U,47900,30,51507,2729
1,66300,14,7,13,3,7,16,14.57,11.54,14.33,18,93,14,36,61,6,17,24,A,1,2,16,M,U,67500,24,41963,2734
0,64719,.,4,13,4,11,16,19.5,16,19.5,23,123,12,32,72,6,17,31,S,1,9,.,M,U,49200,45,0,2740
0,65358,.,4,4,0,0,15,12.5,12.5,.,15,32,14,31,29,6,6,12,A,1,18,51,M,H,85600,37,51364,2742
0,65426,.,5,7,2,3,15,13.2,11.57,12.5,15,44,14,32,38,6,16,16,A,0,16,38,M,H,80800,22,68331,2744
0,2615,.,3,8,1,4,25,23.33,20.88,25,6,105,25,47,68,10,21,29,A,0,11,.,F,H,90500,25,75224,2750
0,65518,.,6,12,4,7,25,15.67,11.75,12.25,18,53,13,33,47,6,17,20,S,1,38,68,F,H,58600,32,63008,2752
1,65596,9,15,22,7,9,6,5.07,4.59,5,18,43,13,35,44,6,17,17,S,1,16,39,M,H,58700,30,55836,2760
0,65719,.,3,29,1,14,10,14,10.24,15,18,126,13,35,81,6,17,35,S,1,10,42,M,H,30800,24,46808,2765
0,43604,.,4,6,1,2,10,10,9.17,10,18,45,12,29,34,6,13,13,A,0,28,31,F,U,83400,32,59924,2767
1,65740,12,5,10,4,7,11,10.8,9.3,10.75,19,56,13,35,51,6,17,20,S,1,16,28,F,U,77700,31,60456,2769
1,65915,6,4,9,1,4,10,6.25,5.11,5,18,76,12,31,48,6,14,19,A,0,8,.,U,U,68300,34,0,2776
0,66058,.,1,1,1,1,20,20,20,20,21,21,8,15,13,3,6,5,N,0,40,51,F,H,78900,44,56996,2789
0,66197,.,6,7,4,4,4,4.5,4.29,4.5,16,29,12,26,26,6,14,12,A,1,13,69,F,H,130400,42,67860,2799
1,66244,10,3,3,2,2,15,11.67,11.67,10,18,33,12,30,29,6,14,12,A,0,21,.,M,U,43400,23,50898,2806
1,3691,20,1,2,0,0,20,20,20,.,14,15,27,32,29,5,5,6,F,0,10,64,F,U,60500,23,0,2811
1,66757,4,13,44,7,20,5,3.92,3.61,3.86,17,98,12,31,68,5,16,28,S,1,0,85,F,U,66400,0,0,2826
0,66837,.,2,7,1,4,15,13.5,15.29,12,20,86,12,31,60,5,13,23,A,0,40,39,M,U,99500,18,71499,2834
0,8518,.,7,20,3,8,10,26.57,21.7,27,17,77,15,37,67,6,17,25,S,1,18,.,F,U,78500,21,0,2837
1,66891,5,5,21,3,9,7,5.6,3.86,5.67,15,91,13,32,64,6,15,24,S,1,12,.,U,H,111500,43,87796,2839
0,66854,.,2,2,2,2,20,15,15,15,21,29,10,23,22,4,10,9,A,0,20,.,F,U,106100,22,0,2840
0,66984,.,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,40,63,M,H,117900,22,79842,2845
0,67013,.,6,8,2,3,35,11.83,9.88,9.5,18,44,13,34,37,6,16,16,A,1,40,53,F,H,81900,33,62470,2846
0,67047,.,3,10,2,5,10,8.33,7.5,7.5,18,57,14,34,47,6,16,19,A,0,21,55,F,H,41300,35,48304,2848
0,67044,.,2,3,1,2,20,20,16.67,20,23,44,12,29,33,6,13,13,A,0,30,61,M,H,39800,38,48304,2850
1,67030,50,2,3,1,1,50,25,33.33,25,26,28,12,26,25,5,12,10,A,0,21,.,M,U,38800,25,0,2852
1,67315,27,2,8,1,5,30,27.5,20.25,25,18,81,13,35,60,6,17,26,A,0,18,77,F,U,86200,24,83356,2857
0,67309,.,3,13,2,7,6,8,7.54,8,18,65,12,31,53,6,15,21,A,1,12,36,F,H,100100,35,83356,2858
1,67422,30,2,2,0,0,35,25,25,.,15,28,12,24,22,5,5,9,L,0,8,76,F,H,47500,35,56710,2867
1,67475,5,7,9,4,5,5,5.57,5.22,5.5,18,41,6,26,29,4,14,13,S,1,31,35,F,U,68700,22,0,2870
1,67541,7,3,11,0,5,6,7.67,6.36,.,15,92,13,32,57,6,6,23,S,1,27,41,F,U,55800,28,47308,2873
1,785,18,1,6,0,3,20,15,17.5,.,5,66,19,35,49,7,7,19,A,0,22,52,M,U,61300,12,16921,2876
0,67659,.,1,1,1,1,20,20,20,20,21,21,8,15,14,3,6,5,N,0,10,79,M,U,18600,23,27420,2878
0,67699,.,4,8,2,2,15,10.5,9.13,9,26,40,10,30,34,5,15,14,A,1,1,29,F,U,44800,28,26372,2881
0,67815,.,1,1,0,0,20,20,20,.,15,15,10,14,12,5,5,6,F,0,10,71,F,H,24000,20,26832,2886
1,67954,35,3,4,2,2,25,18.33,16.25,20,17,33,13,31,30,6,15,13,A,0,10,66,F,U,31300,16,50028,2889
1,68148,10,4,6,2,3,10,10.25,9.33,10.5,18,41,12,32,35,6,15,14,A,0,10,43,F,H,24500,24,34162,2898
1,68240,25,4,13,3,9,20,19.25,12.85,19.33,22,122,12,34,68,6,17,30,A,1,10,67,M,H,23700,26,33698,2899
1,9390,5,0,32,0,11,5,0,8.09,.,4,126,37,37,112,7,7,33,A,1,10,57,F,U,26600,20,33698,2901
0,68360,.,2,9,2,5,20,20,14.56,20,21,88,13,34,61,6,16,24,A,0,8,72,F,H,32100,37,46903,2905
1,188279,10,1,18,0,8,10,13,8.67,.,6,92,19,37,75,7,7,26,A,1,16,62,M,H,52400,17,54371,2913
0,8782,.,2,23,2,8,10,10,10.83,10,14,112,36,55,124,8,17,34,A,1,11,83,M,H,163100,18,128274,2914
1,68563,30,2,2,2,2,25,22.5,22.5,22.5,21,23,13,23,22,6,11,9,N,0,13,61,F,H,211900,24,138188,2916
0,68613,.,2,7,2,5,20,11,8.86,11,15,91,13,27,50,5,10,19,A,0,14,63,U,U,165100,31,0,2920
1,68650,15,4,10,3,8,10,9.75,7.6,10,22,101,12,32,55,6,15,23,S,1,12,39,F,H,118600,19,76424,2921
0,68715,.,3,8,1,4,10,13.33,13.13,10,15,57,12,33,47,5,15,19,A,1,12,42,M,U,115100,21,69794,2929
1,68750,25,1,2,0,1,25,25,25,.,26,52,9,23,32,4,4,12,A,0,12,70,M,H,108900,23,66309,2931
1,69034,25,0,1,0,0,25,0,25,.,23,23,8,8,13,3,3,5,N,0,24,77,M,H,89500,43,70044,2942
0,69072,.,7,19,4,10,5,5.29,5,5.5,15,76,13,34,59,5,15,22,S,1,14,64,M,H,235700,29,109185,2943
0,69187,.,4,7,1,3,35,31.25,23.71,30,18,76,14,35,51,6,16,20,A,0,21,67,F,H,48900,34,36615,2947
0,69172,.,1,1,0,0,15,15,15,.,19,19,10,14,13,4,4,4,F,0,30,.,F,U,35300,28,0,2948
0,69226,.,3,3,2,2,11,10.33,10.33,8,17,29,14,26,25,6,12,10,A,0,32,27,M,U,42000,24,31935,2950
1,69475,21,2,10,2,5,21,20,11.1,20,20,111,13,35,66,6,17,29,A,0,35,50,F,H,180900,20,85873,2956
1,69116,20,3,9,1,4,20,19.33,15.22,20,16,53,15,37,51,6,17,20,S,1,15,52,F,U,115100,31,0,2959
0,69525,.,4,44,2,19,25,13,10.2,6,26,125,9,31,80,4,15,29,A,1,20,48,F,U,77700,33,69181,2961
1,69577,8,3,5,1,2,10,8,7.2,7,19,45,13,31,34,6,13,13,A,0,44,37,M,U,97300,32,0,2972
0,68675,.,2,5,2,4,42,41,32.4,41,17,52,14,36,48,6,17,20,A,0,35,.,F,U,152700,42,0,2973
1,69822,15,2,3,0,1,15,13,10.33,.,18,41,12,30,30,6,6,12,A,0,40,51,F,H,85900,28,60936,2975
1,69878,12,1,21,0,12,12,12,7.81,.,19,125,12,32,77,5,5,32,A,1,44,68,M,U,56800,29,54499,2976
1,69855,5,9,10,6,7,6,4.56,4.4,4,18,41,12,31,32,6,16,15,A,1,36,74,F,H,60800,32,54499,2977
0,69931,.,1,8,1,8,25,25,12.88,25,24,127,12,32,68,6,15,30,A,1,40,44,U,U,85500,23,0,2982
0,191475,.,1,11,1,7,20,20,18.64,20,26,126,10,31,74,5,15,31,A,1,0,84,U,U,28400,0,0,3000
0,70262,.,3,9,0,4,20,20,15.78,.,16,114,12,33,61,5,5,26,A,1,21,.,F,H,29400,27,27969,3008
1,70312,5,4,15,3,8,5,5.5,5.33,5.67,17,81,15,33,60,6,15,22,S,1,39,38,F,H,54900,30,57132,3012
0,70408,.,3,14,3,11,12,12.67,9.14,12.67,22,123,12,33,74,6,17,31,S,1,53,64,M,U,31100,39,33958,3013
1,11267,6,6,26,5,16,7,6.67,6.46,6.4,20,127,15,34,94,5,15,33,S,1,45,87,F,U,42800,40,0,3017
0,70504,.,9,24,7,15,5,5.11,5.08,5.14,15,76,8,29,55,4,15,22,S,1,49,80,F,H,46300,33,46464,3023
0,70597,.,5,6,4,5,14,11.2,10.17,11.25,16,41,13,31,34,6,15,14,A,1,43,55,F,H,44300,37,35250,3029
0,70620,.,2,12,0,9,15,15,8.42,.,19,127,11,31,68,4,4,29,A,1,49,64,U,U,53000,26,45669,3030
0,70819,.,3,17,3,13,10,9.33,6.65,9.33,17,128,12,32,70,5,14,29,A,1,49,71,F,H,48500,23,48691,3040
0,189675,.,1,1,1,1,20,20,20,20,23,23,3,8,7,1,4,4,E,0,43,.,U,U,51500,30,0,3041
1,70835,9,5,9,4,5,7,7.8,6.11,7.25,18,89,14,34,47,6,15,19,A,0,51,78,F,H,35400,39,36635,3042
1,71078,10,5,11,1,2,11,11.2,10.18,12,18,41,13,34,38,6,17,16,A,1,38,80,F,U,56200,25,66942,3055
0,62393,.,3,15,2,10,20,20,11.27,20,24,111,11,33,75,6,17,29,A,1,22,85,M,U,88700,20,66222,3056
0,71119,.,3,9,1,3,17,15.67,16.89,17,25,89,9,28,55,4,13,22,A,0,51,66,F,H,35900,22,41985,3057
0,71165,.,5,11,2,4,8,8,6.82,8,15,88,14,34,54,6,15,21,A,1,40,81,M,H,81600,31,70851,3059
0,7710,.,1,22,1,8,20,20,15.32,20,16,119,36,54,121,6,14,29,A,1,22,71,F,H,90500,15,47021,3063
0,71279,.,2,9,2,8,28,25.5,15.33,25.5,17,89,14,32,64,6,15,23,A,1,14,.,F,U,145000,20,0,3065
0,71298,.,3,7,2,4,12,10.67,8.71,11,15,68,8,18,39,4,10,16,A,0,36,59,F,H,53400,32,45436,3067
0,71376,.,5,22,3,12,3,4,4.7,4,15,126,11,23,61,4,10,27,S,1,51,55,F,H,36400,28,43333,3071
0,71426,.,1,5,0,3,20,20,8,.,24,73,11,29,42,6,6,16,A,0,30,39,U,U,27100,9,0,3077
0,71523,.,5,10,3,5,25,14.6,12.8,13.67,18,57,13,34,50,6,17,21,S,1,30,86,M,H,31500,26,42145,3081
0,71704,.,3,9,2,5,15,15,10.44,15,25,91,11,32,54,6,16,23,A,1,15,59,M,H,76100,25,46649,3089
0,71794,.,4,5,2,2,25,23.75,24,22.5,18,29,13,27,25,6,13,11,A,1,27,31,F,U,78900,33,48034,3094
0,71814,.,3,21,3,12,11,7.33,4.48,7.33,25,81,10,30,62,5,15,24,A,1,24,54,F,H,132800,26,48034,3095
1,71639,17,4,7,2,4,15,14.5,12.14,14.5,24,65,11,33,46,6,17,19,A,1,12,74,M,U,75500,25,64775,3101
0,71967,.,2,2,0,0,15,12.5,12.5,.,17,32,10,25,23,4,4,9,A,0,40,84,F,U,56100,32,46283,3105
0,72109,.,2,7,1,5,15,14,11.29,13,18,81,13,32,54,6,15,21,A,0,44,71,M,H,64100,32,55545,3107
1,7947,11,6,27,5,16,10,8.83,9.07,9.6,6,128,45,66,130,13,24,44,S,1,46,80,M,U,55700,31,0,3110
0,72209,.,6,14,6,13,9,7.83,7.07,7.83,21,81,11,29,56,5,15,23,S,1,40,57,M,H,91800,31,63093,3112
1,72193,10,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,40,46,F,H,91800,31,63093,3113
1,72220,15,2,8,0,5,15,14,9.38,.,15,112,11,29,58,4,4,23,A,0,24,74,F,H,83500,32,63093,3114
0,72359,.,2,2,1,1,20,15,15,20,22,32,10,24,23,4,10,9,A,0,39,39,F,H,57000,29,49436,3120
1,72410,20,3,14,2,11,20,20,14.57,20,25,130,13,35,74,6,17,31,S,1,36,.,M,U,49200,38,44845,3123
0,68701,.,3,15,1,9,15,13.33,15.13,14,18,124,13,35,73,6,17,29,A,1,14,41,M,U,101800,33,0,3132
0,12257,.,3,61,2,11,10,7.33,3.95,6,18,164,14,30,82,6,14,31,A,1,41,81,M,U,35700,31,49054,3133
0,72597,.,1,1,0,0,15,15,15,.,20,20,8,14,13,3,3,4,F,0,42,62,M,H,99400,45,57266,3134
0,72812,.,6,18,5,13,12,10.67,11.39,10.4,16,128,14,36,74,6,17,34,S,1,35,78,M,H,109400,28,91481,3142
1,72844,10,7,17,5,10,10,7.71,5.76,7.4,15,66,13,35,53,6,17,22,S,1,35,77,F,U,74000,32,43514,3148
1,73028,9,4,6,3,5,9,9.25,8.83,9.67,16,53,7,20,33,4,11,14,A,1,49,50,M,H,49600,29,43836,3155
1,187722,7,2,5,2,3,6,8.5,6.2,8.5,17,53,6,14,20,1,5,8,E,0,35,.,M,U,134800,21,0,3165
1,186067,10,1,3,0,1,10,20,11.67,.,9,45,17,32,35,5,5,11,A,0,40,79,F,U,92900,18,65393,3166
1,73504,20,1,7,0,5,20,20,13.86,.,19,75,14,28,52,6,6,19,A,1,46,58,F,H,46000,37,41395,3178
0,188538,.,5,22,3,10,10,10,9.77,10,6,80,18,40,69,8,19,27,S,1,36,82,F,U,53000,29,57260,3180
0,6757,.,1,21,1,6,10,15,9.05,15,6,91,37,52,97,8,17,31,A,1,11,76,F,U,75500,26,49173,3184
1,73699,15,3,7,2,4,12,12.67,11.29,13.5,17,56,13,34,48,6,16,19,S,1,12,46,U,U,89000,15,0,3185
1,73625,10,3,18,1,8,10,10,8.78,10,25,123,11,33,66,6,17,28,A,1,10,39,F,H,0,26,0,3193
1,73685,10,4,19,1,12,12,11,8.58,10,18,130,14,32,73,6,15,32,S,1,16,80,M,U,64100,29,0,3194
1,14009,3,3,8,2,4,15,12.33,9.25,12.5,6,53,22,36,42,5,12,14,A,0,0,63,F,H,81300,36,44821,3203
1,5967,10,3,26,1,9,8,10,8.08,10,6,123,32,49,105,5,12,28,A,1,53,46,M,U,41000,57,0,3206
1,74360,21,1,3,0,1,15,15,10,.,18,44,11,26,29,4,4,11,A,0,44,38,F,U,70400,30,55250,3220
1,74361,10,3,16,2,8,10,12,10.06,10.5,23,57,13,34,50,6,17,21,S,1,43,26,M,U,54500,28,0,3221
0,69850,.,2,2,1,1,15,12.5,12.5,10,18,23,12,20,17,6,10,8,N,0,40,57,F,H,44900,31,34656,3223
1,74436,37,3,7,2,4,25,20.67,16,21,17,61,13,32,47,6,16,20,A,0,53,40,M,H,42900,40,37726,3227
0,74462,.,2,9,2,7,3,15,11.44,15,18,122,7,20,56,3,9,24,A,0,36,.,F,U,44400,39,42695,3228
1,74552,3,6,9,4,4,6,4.67,4.56,4.5,18,32,12,27,28,6,14,12,A,0,36,.,F,U,37600,46,0,3232
1,74614,5,3,39,1,17,5,3.67,4.42,3,16,123,13,28,73,6,12,29,S,1,44,62,F,H,61600,32,51112,3233
0,74625,.,3,9,2,8,15,17.33,14,16,23,88,6,21,48,4,13,21,A,1,30,59,F,U,38000,35,0,3237
