ADDRESS,TYPE,SELLERG,REGIONNAME,AREANUM,DISTANCE_INTERVAL,ROOMS,BATHROOM,CAR,LANDSIZE,BUILDINGAR,PRICE_INTERVAL
Salvatore Ct,h,Bells,Western Metropolitan,7.0,10-15 km,3,2.0,2.0,579.0,156.0,500k-1M
Glengala Rd,h,Douglas,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,534.0,131.0,500k-1M
Smart St,u,Bells,Western Metropolitan,7.0,10-15 km,2,1.0,1.0,235.0,80.0,300k-500k
Apollo Pl,h,hockingstuart,Western Metropolitan,7.0,10-15 km,4,2.0,4.0,651.0,178.0,500k-1M
Joan St,h,Barry,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,694.0,155.0,500k-1M
Day St,h,Barry,Western Metropolitan,7.0,10-15 km,3,1.0,2.0,691.0,170.0,500k-1M
Killeen St,h,Homes,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,591.0,103.0,300k-500k
Norton St,h,Barry,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,701.0,120.0,500k-1M
Warmington Rd,h,Jellis,Western Metropolitan,7.0,10-15 km,3,1.0,2.0,367.0,114.0,300k-500k
Bambara Ct,h,Douglas,Western Metropolitan,7.0,10-15 km,4,2.0,4.0,759.0,198.0,500k-1M
Hall St,h,Barry,Western Metropolitan,7.0,10-15 km,4,2.0,3.0,616.0,215.0,500k-1M
Warmington Rd,h,Barry,Western Metropolitan,7.0,10-15 km,3,1.0,2.0,627.0,109.0,500k-1M
Bardsley St,t,Barry,Western Metropolitan,7.0,10-15 km,3,2.0,1.0,333.0,141.0,500k-1M
The Avenue,h,Jas,Western Metropolitan,7.0,10-15 km,3,2.0,6.0,805.0,181.0,500k-1M
Warmington Rd,h,Douglas,Western Metropolitan,7.0,10-15 km,3,1.0,6.0,655.0,146.0,300k-500k
Banool Rd,h,Marshall,Southern Metropolitan,3.0,10-15 km,4,3.0,2.0,596.0,264.0,2M-2.5M
Chestnut St,t,Fletchers,Southern Metropolitan,3.0,10-15 km,3,2.0,2.0,401.0,129.0,1M-1.5M
Croydon Rd,h,Fletchers,Southern Metropolitan,3.0,10-15 km,4,3.0,2.0,771.0,312.0,2M-2.5M
Union Rd,h,RT,Southern Metropolitan,3.0,10-15 km,5,3.0,2.0,735.0,235.0,2M-2.5M
Boisdale St,u,Jellis,Southern Metropolitan,3.0,10-15 km,2,1.0,1.0,0.0,76.0,500k-1M
Whitehorse Rd,h,Fletchers,Southern Metropolitan,3.0,10-15 km,3,1.0,1.0,763.0,180.0,1.5M-2M
Benson St,h,Jellis,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,783.0,256.0,2.5M-3M
Essex Rd,h,Jellis,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,734.0,272.0,2M-2.5M
Norris St,h,Marshall,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,779.0,264.0,2.5M-3M
Elm St,h,Ray,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,867.0,218.0,1.5M-2M
Shepherd St,h,Marshall,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,715.0,230.0,1.5M-2M
Wharton St,u,Noel,Southern Metropolitan,3.0,10-15 km,2,1.0,1.0,681.0,80.0,500k-1M
Elgar Rd,h,Fletchers,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,809.0,198.0,1M-1.5M
Banool Rd,h,Marshall,Southern Metropolitan,3.0,10-15 km,3,2.0,2.0,585.0,173.0,1.5M-2M
Everton Gr,h,Marshall,Southern Metropolitan,3.0,10-15 km,5,3.0,2.0,777.0,362.0,2.5M-3M
Florence Rd,u,Fletchers,Southern Metropolitan,3.0,10-15 km,3,1.0,2.0,217.0,110.0,500k-1M
Bentley St,h,Fletchers,Southern Metropolitan,3.0,10-15 km,3,2.0,2.0,808.0,159.0,1.5M-2M
Guildford Rd,h,Marshall,Southern Metropolitan,3.0,10-15 km,4,1.0,1.0,579.0,143.0,1.5M-2M
Glendale St,h,Marshall,Southern Metropolitan,3.0,10-15 km,5,2.0,2.0,641.0,286.0,1.5M-2M
Broughton Rd,u,Marshall,Southern Metropolitan,3.0,10-15 km,2,1.0,1.0,102.0,78.0,500k-1M
Olyve Ct,h,Marshall,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,612.0,292.0,1.5M-2M
Union Rd,h,Jellis,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,949.0,293.0,2M-2.5M
Newton St,h,Ray,Southern Metropolitan,3.0,10-15 km,5,2.0,2.0,1025.0,277.0,2M-2.5M
Alandale St,h,Marshall,Southern Metropolitan,3.0,10-15 km,3,2.0,1.0,247.0,145.0,1M-1.5M
Albert Rd,t,Jellis,Southern Metropolitan,3.0,10-15 km,2,2.0,1.0,88.0,92.0,500k-1M
Union Rd,u,Noel,Southern Metropolitan,3.0,10-15 km,2,1.0,1.0,101.0,105.0,500k-1M
Marne St,h,Marshall,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,702.0,239.0,2M-2.5M
Middlesex Rd,u,Fletchers,Southern Metropolitan,3.0,10-15 km,2,1.0,1.0,951.0,76.0,500k-1M
Boisdale St,h,Fletchers,Southern Metropolitan,3.0,10-15 km,5,2.0,1.0,632.0,231.0,1.5M-2M
Scheele St,h,hockingstuart,Southern Metropolitan,3.0,10-15 km,3,2.0,1.0,335.0,209.0,1.5M-2M
Florence Rd,t,Noel,Southern Metropolitan,3.0,10-15 km,3,1.0,1.0,217.0,101.0,500k-1M
Scottsdale St,h,Jellis,Southern Metropolitan,3.0,10-15 km,4,3.0,4.0,1064.0,236.0,2M-2.5M
Weybridge St,h,Fletchers,Southern Metropolitan,3.0,10-15 km,3,2.0,1.0,735.0,219.0,2M-2.5M
Clyde St,u,Noel,Southern Metropolitan,3.0,10-15 km,2,1.0,2.0,124.0,80.0,500k-1M
Empress Rd,h,Jellis,Southern Metropolitan,3.0,10-15 km,3,1.0,2.0,441.0,128.0,2M-2.5M
Anderson St,h,Woodards,Southern Metropolitan,3.0,10-15 km,3,2.0,1.0,536.0,211.0,1M-1.5M
Boronia St,h,Noel,Southern Metropolitan,3.0,10-15 km,6,3.0,2.0,713.0,295.0,1.5M-2M
Ross St,h,Jellis,Southern Metropolitan,3.0,10-15 km,4,2.0,2.0,619.0,185.0,1.5M-2M
Wells St,u,Noel,Southern Metropolitan,3.0,10-15 km,2,1.0,1.0,170.0,78.0,500k-1M
Waratah Dr,h,Zahn,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,657.0,221.0,1M-1.5M
Dellfield Dr,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,4.0,673.0,170.0,1M-1.5M
Templestowe Rd,h,Philip,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,313.0,128.0,500k-1M
Glenair St,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,643.0,135.0,1M-1.5M
Corroboree Pl,h,Jellis,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,730.0,155.0,1M-1.5M
Swanston St,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,652.0,189.0,500k-1M
High St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,420.0,255.0,1.5M-2M
Thompsons Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,900.0,125.0,1M-1.5M
Thompsons Rd,h,Mason,Eastern Metropolitan,3.0,10-15 km,4,2.0,5.0,671.0,180.0,500k-1M
Dellfield Dr,h,Barry,Eastern Metropolitan,3.0,10-15 km,5,3.0,2.0,700.0,220.0,500k-1M
Fyfe Dr,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,650.0,260.0,1M-1.5M
Finn Ct,h,Jellis,Eastern Metropolitan,3.0,10-15 km,3,2.0,1.0,962.0,142.0,1M-1.5M
Lynnwood Pde,h,Barry,Eastern Metropolitan,3.0,10-15 km,5,2.0,2.0,666.0,355.0,1.5M-2M
Clauscen St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,681.0,158.0,1M-1.5M
Hazel Dr,h,hockingstuart,Eastern Metropolitan,3.0,10-15 km,5,3.0,4.0,800.0,335.0,500k-1M
Thompsons Rd,h,hockingstuart,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,728.0,164.0,1M-1.5M
Parker St,t,Barry,Eastern Metropolitan,3.0,10-15 km,2,1.0,1.0,340.0,90.0,500k-1M
Tasker St,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,751.0,175.0,1M-1.5M
Parker St,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,1.0,1.0,794.0,134.0,1M-1.5M
MacEdon Rd,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,675.0,181.0,500k-1M
Ruffey St,u,Barry,Eastern Metropolitan,3.0,10-15 km,3,1.0,1.0,465.0,105.0,500k-1M
Buller Tce,h,Philip,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,875.0,123.0,1M-1.5M
MacEdon Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,4.0,654.0,199.0,1M-1.5M
Killarney Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,799.0,174.0,1M-1.5M
Astley St,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,770.0,160.0,1M-1.5M
Hodgson St,h,Barry,Eastern Metropolitan,3.0,10-15 km,5,4.0,2.0,646.0,360.0,2M-2.5M
MacRobertson St,h,Philip,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,705.0,195.0,1M-1.5M
Templestowe Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,1.0,2.0,618.0,22.0,500k-1M
Caroline Dr,h,Jellis,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,720.0,133.0,1M-1.5M
Horsfall St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,673.0,280.0,1.5M-2M
Olympus Dr,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,650.0,150.0,1M-1.5M
Templestowe Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,652.0,145.0,1M-1.5M
Hotham St,h,RT,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,327.0,120.0,500k-1M
Rosa St,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,812.0,158.0,1.5M-2M
Kemp St,u,Harcourts,Northern Metropolitan,3.0,5-10 km,1,1.0,0.0,0.0,53.0,500k-1M
Station St,u,Jellis,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,62.0,300k-500k
Fyffe St,t,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,2.0,164.0,95.0,500k-1M
Raleigh St,h,Miles,Northern Metropolitan,3.0,5-10 km,4,2.0,1.0,470.0,153.0,1M-1.5M
Wales St,h,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,372.0,110.0,500k-1M
Ballantyne St,u,Nelson,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,33.0,0-300k
Pender St,u,McGrath,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,40.0,300k-500k
Mansfield St,u,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,724.0,72.0,500k-1M
Kelvin Gr,h,Barry,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,185.0,78.0,500k-1M
Alston St,h,Love,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,540.0,129.0,500k-1M
Mansfield St,h,Stockdale,Northern Metropolitan,3.0,5-10 km,3,3.0,2.0,273.0,71.0,500k-1M
Harold St,h,Barry,Northern Metropolitan,3.0,5-10 km,2,1.0,0.0,288.0,105.0,1M-1.5M
Raleigh St,u,Harcourts,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,612.0,48.0,300k-500k
Keon St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,397.0,97.0,1M-1.5M
Smith St,h,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,2.0,303.0,102.0,1M-1.5M
Ethel St,h,hockingstuart,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,210.0,108.0,500k-1M
Gooch St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,3.0,1.0,288.0,133.0,1M-1.5M
Leinster Gr,t,hockingstuart,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,157.0,144.0,500k-1M
Lewis St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,1.0,1.0,327.0,96.0,500k-1M
Raleigh St,h,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,0.0,0.0,75.0,500k-1M
Rossmoyne St,u,Jellis,Northern Metropolitan,3.0,5-10 km,2,1.0,0.0,0.0,80.0,500k-1M
Clarendon St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,2.0,1.0,417.0,159.0,1M-1.5M
Leinster Gr,h,Nelson,Northern Metropolitan,3.0,5-10 km,3,1.0,1.0,562.0,156.0,1M-1.5M
Rossmoyne St,h,Nelson,Northern Metropolitan,3.0,5-10 km,3,2.0,1.0,345.0,345.0,1M-1.5M
Dundas St,u,McGrath,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,52.0,300k-500k
Gillies St,h,Love,Northern Metropolitan,3.0,5-10 km,2,1.0,2.0,333.0,2.0,500k-1M
Gooch St,h,Nelson,Northern Metropolitan,3.0,5-10 km,3,1.0,1.0,275.0,127.0,1M-1.5M
Pender St,u,Love,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,44.0,300k-500k
Clarendon St,h,Barry,Northern Metropolitan,3.0,5-10 km,3,1.0,2.0,435.0,138.0,1M-1.5M
Keon St,u,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,335.0,59.0,300k-500k
Pender St,u,Love,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,66.0,300k-500k
Clyde St,h,Nelson,Northern Metropolitan,3.0,5-10 km,3,2.0,3.0,297.0,234.0,1M-1.5M
Leinster Gr,t,Jellis,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,158.0,140.0,1M-1.5M
Rossmoyne St,h,McGrath,Northern Metropolitan,3.0,5-10 km,3,2.0,1.0,377.0,377.0,1.5M-2M
David St,u,Nelson,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,66.0,300k-500k
Collins St,h,hockingstuart,Northern Metropolitan,3.0,5-10 km,2,1.0,0.0,302.0,97.0,1M-1.5M
Harold St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,1.0,1.0,253.0,130.0,1M-1.5M
Mansfield St,h,Jellis,Northern Metropolitan,3.0,5-10 km,4,2.0,0.0,387.0,152.0,1M-1.5M
Smith St,h,McGrath,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,611.0,212.0,1.5M-2M
Rossmoyne St,h,Barry,Northern Metropolitan,3.0,5-10 km,4,2.0,2.0,538.0,150.0,500k-1M
Gooch St,u,Barry,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,748.0,56.0,300k-500k
Pender St,u,Barry,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,40.0,300k-500k
Clarendon St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,2.0,3.0,417.0,153.0,1M-1.5M
Pender St,u,Woodards,Northern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,41.0,300k-500k
Station St,h,McGrath,Northern Metropolitan,3.0,5-10 km,3,2.0,2.0,644.0,149.0,1M-1.5M
Smith St,h,Jellis,Northern Metropolitan,3.0,5-10 km,3,2.0,1.0,359.0,128.0,1M-1.5M
Glover Ct,h,RT,Southern Metropolitan,6.0,< 5 km,3,1.0,0.0,889.0,135.0,1M-1.5M
Myoora Rd,h,Marshall,Southern Metropolitan,6.0,< 5 km,4,3.0,2.0,691.0,374.0,3M+
Orrong Rd,h,Marshall,Southern Metropolitan,6.0,< 5 km,4,4.0,5.0,877.0,332.0,3M+
Tashinny Rd,h,Kay,Southern Metropolitan,6.0,< 5 km,3,1.0,0.0,222.0,118.0,1.5M-2M
Toorak Rd,u,Rodney,Southern Metropolitan,6.0,< 5 km,3,2.0,1.0,0.0,126.0,1M-1.5M
Bruce St,u,RT,Southern Metropolitan,6.0,< 5 km,2,2.0,2.0,0.0,109.0,500k-1M
Ruabon Rd,u,Rodney,Southern Metropolitan,6.0,< 5 km,2,1.0,1.0,0.0,62.0,300k-500k
Bruce St,u,Williams,Southern Metropolitan,6.0,< 5 km,1,1.0,1.0,0.0,38.0,300k-500k
Woorigoleen Rd,t,Jellis,Southern Metropolitan,6.0,< 5 km,3,3.0,2.0,0.0,291.0,2.5M-3M
Matthews Ct,h,Kay,Southern Metropolitan,6.0,< 5 km,3,2.0,2.0,600.0,205.0,2.5M-3M
Williams Rd,u,Jellis,Southern Metropolitan,6.0,< 5 km,2,2.0,2.0,0.0,94.0,500k-1M
Williams Rd,h,Marshall,Southern Metropolitan,6.0,< 5 km,3,2.0,4.0,1317.0,228.0,2.5M-3M
Church St,t,Kay,Southern Metropolitan,6.0,< 5 km,3,2.0,2.0,294.0,220.0,2.5M-3M
Albany Rd,h,Kay,Southern Metropolitan,6.0,< 5 km,3,3.0,2.0,564.0,342.0,3M+
Canberra Rd,h,RT,Southern Metropolitan,6.0,< 5 km,4,3.0,2.0,732.0,367.0,3M+
Grange Rd,u,Jellis,Southern Metropolitan,6.0,< 5 km,1,1.0,1.0,0.0,57.0,500k-1M
Grange Rd,t,Kay,Southern Metropolitan,6.0,< 5 km,3,2.0,2.0,117.0,214.0,1.5M-2M
Malvern Rd,u,Jellis,Southern Metropolitan,6.0,< 5 km,3,2.0,2.0,0.0,185.0,2M-2.5M
Grange Rd,u,hockingstuart,Southern Metropolitan,6.0,< 5 km,3,1.0,1.0,57.0,107.0,500k-1M
Mathoura Rd,u,Jellis,Southern Metropolitan,6.0,< 5 km,1,1.0,1.0,0.0,35.0,300k-500k
Warra St,h,Jellis,Southern Metropolitan,6.0,< 5 km,4,2.0,2.0,516.0,286.0,2.5M-3M
Bruce St,h,Castran,Southern Metropolitan,6.0,< 5 km,3,2.0,1.0,268.0,139.0,1.5M-2M
Nola Ct,h,Rodney,Southern Metropolitan,6.0,< 5 km,4,2.0,2.0,684.0,331.0,3M+
Leighton Ct,h,Melbourne,Southern Metropolitan,6.0,< 5 km,3,4.0,2.0,565.0,331.0,3M+
Power St,u,Prowse,Southern Metropolitan,6.0,< 5 km,2,1.0,1.0,0.0,83.0,500k-1M
Toorak Rd,u,Morleys,Southern Metropolitan,6.0,< 5 km,2,1.0,2.0,0.0,68.0,500k-1M
Williams Rd,t,Marshall,Southern Metropolitan,6.0,< 5 km,3,2.0,2.0,0.0,136.0,500k-1M
Bruce St,h,Castran,Southern Metropolitan,6.0,< 5 km,3,3.0,2.0,575.0,205.0,2M-2.5M
Toorak Rd,u,Jellis,Southern Metropolitan,6.0,< 5 km,2,1.0,1.0,0.0,82.0,500k-1M
Cole Ct,h,Marshall,Southern Metropolitan,6.0,< 5 km,3,2.0,1.0,363.0,215.0,3M+
The Glade,h,Miles,Eastern Metropolitan,5.0,10-15 km,3,2.0,2.0,656.0,183.0,500k-1M
Graham Rd,h,Miles,Eastern Metropolitan,5.0,10-15 km,4,3.0,2.0,669.0,163.0,1M-1.5M
Martins La,h,Buckingham,Eastern Metropolitan,5.0,10-15 km,3,2.0,4.0,704.0,167.0,500k-1M
Eamon Dr,h,Barry,Eastern Metropolitan,5.0,10-15 km,3,2.0,2.0,577.0,135.0,500k-1M
Rosemary Ct,h,Miles,Eastern Metropolitan,5.0,10-15 km,4,1.0,1.0,865.0,172.0,500k-1M
Robern Pde,h,Darren,Eastern Metropolitan,5.0,10-15 km,4,2.0,1.0,696.0,183.0,1M-1.5M
Graham Rd,u,Miles,Eastern Metropolitan,5.0,10-15 km,2,1.0,2.0,197.0,90.0,500k-1M
Graham Rd,u,Miles,Eastern Metropolitan,5.0,10-15 km,2,1.0,1.0,177.0,100.0,500k-1M
Lena St,h,Ray,Eastern Metropolitan,5.0,10-15 km,3,1.0,2.0,608.0,138.0,500k-1M
Lena St,h,Miles,Eastern Metropolitan,5.0,10-15 km,3,2.0,2.0,834.0,143.0,500k-1M
Northwood Dr,h,Nelson,Eastern Metropolitan,5.0,10-15 km,5,3.0,2.0,531.0,233.0,1M-1.5M
Martins La,h,Miles,Eastern Metropolitan,5.0,10-15 km,4,2.0,2.0,700.0,18.0,500k-1M
Castleton Rd,h,Morrison,Eastern Metropolitan,5.0,10-15 km,3,2.0,2.0,628.0,177.0,500k-1M
Graham Rd,h,Nelson,Eastern Metropolitan,5.0,10-15 km,3,1.0,2.0,698.0,137.0,500k-1M
The Nook,h,Nelson,Eastern Metropolitan,5.0,10-15 km,4,2.0,2.0,660.0,202.0,1M-1.5M
French Ct,h,Ken,Northern Metropolitan,5.0,10-15 km,3,1.0,0.0,583.0,124.0,500k-1M
Frensham Rd,h,Barry,Northern Metropolitan,5.0,10-15 km,3,2.0,2.0,567.0,100.0,500k-1M
Sarong St,h,Barry,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,605.0,129.0,500k-1M
High St,h,Buckingham,Northern Metropolitan,5.0,10-15 km,3,2.0,1.0,308.0,129.0,500k-1M
Wattle Dr,h,Ken,Northern Metropolitan,5.0,10-15 km,3,1.0,0.0,302.0,90.0,500k-1M
French Ct,h,Buckingham,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,591.0,104.0,500k-1M
Frensham Rd,h,Barry,Northern Metropolitan,5.0,10-15 km,3,2.0,2.0,280.0,163.0,500k-1M
Meagher St,h,Buckingham,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,671.0,103.0,500k-1M
Leafield St,u,Barry,Northern Metropolitan,5.0,10-15 km,3,1.0,2.0,327.0,95.0,500k-1M
Tennyson St,h,Buckingham,Northern Metropolitan,5.0,10-15 km,3,2.0,1.0,903.0,131.0,1M-1.5M
Leafield St,h,Buckingham,Northern Metropolitan,5.0,10-15 km,4,3.0,2.0,670.0,325.0,1M-1.5M
Papua St,h,Buckingham,Northern Metropolitan,5.0,10-15 km,2,1.0,2.0,605.0,114.0,500k-1M
Papua St,h,Barry,Northern Metropolitan,5.0,10-15 km,3,1.0,2.0,798.0,153.0,500k-1M
Greenwood Dr,h,Barry,Northern Metropolitan,5.0,10-15 km,3,2.0,0.0,767.0,147.0,500k-1M
Papua St,h,Buckingham,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,604.0,97.0,500k-1M
Wattle Dr,h,Barry,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,319.0,96.0,500k-1M
Marilyn Ct,u,Darren,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,0.0,89.0,500k-1M
Papua St,h,Barry,Northern Metropolitan,5.0,10-15 km,2,1.0,2.0,762.0,98.0,500k-1M
Princes St,h,Ray,Northern Metropolitan,5.0,10-15 km,3,1.0,1.0,355.0,111.0,500k-1M
Anderson St,t,Jellis,Northern Metropolitan,2.0,< 5 km,3,3.0,2.0,0.0,132.0,1M-1.5M
Abbotsford St,h,Alexkarbon,Northern Metropolitan,2.0,< 5 km,3,3.0,2.0,506.0,195.0,1M-1.5M
Ireland St,u,Nelson,Northern Metropolitan,2.0,< 5 km,1,1.0,1.0,0.0,52.0,300k-500k
Roden St,h,Alexkarbon,Northern Metropolitan,2.0,< 5 km,3,3.0,2.0,265.0,280.0,2M-2.5M
Stanley St,t,Nelson,Northern Metropolitan,2.0,< 5 km,2,2.0,2.0,54.0,89.0,500k-1M
Ireland St,u,Nelson,Northern Metropolitan,2.0,< 5 km,1,1.0,1.0,0.0,207.0,500k-1M
Jeffcott St,u,hockingstuart,Northern Metropolitan,2.0,< 5 km,3,2.0,1.0,0.0,100.0,500k-1M
Roden St,t,Jellis,Northern Metropolitan,2.0,< 5 km,2,1.0,1.0,0.0,154.0,1M-1.5M
Spencer St,u,Alexkarbon,Northern Metropolitan,2.0,< 5 km,3,1.0,1.0,0.0,153.0,500k-1M
Stawell St,u,Nelson,Northern Metropolitan,2.0,< 5 km,1,1.0,1.0,547.0,58.0,300k-500k
Ireland St,t,Jellis,Northern Metropolitan,2.0,< 5 km,3,3.0,1.0,801.0,122.0,1M-1.5M
Ireland St,u,Nelson,Northern Metropolitan,2.0,< 5 km,1,1.0,1.0,0.0,62.0,300k-500k
King St,u,Jellis,Northern Metropolitan,2.0,< 5 km,2,1.0,1.0,0.0,83.0,500k-1M
Jeffcott St,u,MICM,Northern Metropolitan,2.0,< 5 km,3,1.0,1.0,0.0,81.0,500k-1M
Pasco St,h,Gunn&Co,Western Metropolitan,8.0,5-10 km,4,2.0,1.0,320.0,160.0,1M-1.5M
Twyford St,h,Greg,Western Metropolitan,8.0,5-10 km,3,1.0,1.0,507.0,186.0,1.5M-2M
Victoria St,u,Gunn&Co,Western Metropolitan,8.0,5-10 km,3,1.0,3.0,0.0,111.0,500k-1M
Cole St,h,Raine,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,332.0,252.0,1.5M-2M
Verdon St,h,Greg,Western Metropolitan,8.0,5-10 km,4,3.0,0.0,338.0,196.0,2.5M-3M
Verdon St,h,Greg,Western Metropolitan,8.0,5-10 km,3,3.0,2.0,515.0,286.0,2.5M-3M
Bayview St,h,RT,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,315.0,174.0,1M-1.5M
Osborne St,h,Greg,Western Metropolitan,8.0,5-10 km,3,1.0,2.0,373.0,107.0,1M-1.5M
Verdon St,u,Sweeney,Western Metropolitan,8.0,5-10 km,1,1.0,1.0,0.0,58.0,300k-500k
Bates Dr,h,Williams,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,348.0,200.0,1M-1.5M
Council La,h,Greg,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,310.0,179.0,1.5M-2M
Perry St,h,Greg,Western Metropolitan,8.0,5-10 km,3,2.0,3.0,430.0,215.0,1.5M-2M
The Strand,t,Greg,Western Metropolitan,8.0,5-10 km,2,1.0,1.0,84.0,110.0,500k-1M
Yarra St,h,Jas,Western Metropolitan,8.0,5-10 km,3,2.0,1.0,364.0,93.0,1M-1.5M
Hannan St,h,Greg,Western Metropolitan,8.0,5-10 km,4,2.0,2.0,782.0,212.0,2M-2.5M
Bayview St,t,Greg,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,506.0,180.0,1M-1.5M
Crofton Dr,h,Williams,Western Metropolitan,8.0,5-10 km,4,3.0,2.0,217.0,266.0,1M-1.5M
Proctor St,h,Raine,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,418.0,204.0,1M-1.5M
Dover Rd,u,RT,Western Metropolitan,8.0,5-10 km,2,1.0,1.0,0.0,72.0,500k-1M
Hannan St,h,Greg,Western Metropolitan,8.0,5-10 km,4,2.0,2.0,466.0,160.0,1.5M-2M
Princes St,h,Raine&Horne,Western Metropolitan,8.0,5-10 km,4,1.0,1.0,307.0,150.0,1M-1.5M
Station Rd,t,Sweeney,Western Metropolitan,8.0,5-10 km,3,2.0,1.0,233.0,194.0,500k-1M
Yarra St,u,Williams,Western Metropolitan,8.0,5-10 km,2,1.0,1.0,0.0,49.0,300k-500k
Hannan St,h,Sweeney,Western Metropolitan,8.0,5-10 km,4,2.0,2.0,648.0,285.0,2M-2.5M
Cecil St,h,Sweeney,Western Metropolitan,8.0,5-10 km,3,2.0,1.0,185.0,139.0,1M-1.5M
Dover Rd,u,RT,Western Metropolitan,8.0,5-10 km,2,1.0,1.0,0.0,61.0,300k-500k
