SUBURB,ADDRESS,ROOMS,TYPE,PRICE,METHOD,SELLERG,DATE,DISTANCE,POSTCODE,BEDROOM2,BATHROOM,CAR,LANDSIZE,BUILDINGAR,YEARBUILT,COUNCILARE,LATTITUDE,LONGTITUDE,REGIONNAME,PROPERTYCO,AREANUM,price_by_area
Richmond,46 Park Gr,4,h,1800000.0,PI,Biggin,24/09/2016,2.6,3121.0,4.0,2.0,0.0,288.0,193.0,1900.0,Yarra,-37.8268,145.0129,Northern Metropolitan,14949.0,6.0,6250.0
Richmond,3/77 River St,3,u,791500.0,S,Biggin,24/09/2016,2.6,3121.0,3.0,2.0,2.0,0.0,104.0,2005.0,Yarra,-37.8189,145.0131,Northern Metropolitan,14949.0,6.0,7610.576923076923
Richmond,22a Stanley St,3,h,1600000.0,S,Biggin,24/09/2016,2.6,3121.0,3.0,2.0,2.0,80.0,144.0,1850.0,Yarra,-37.8233,144.9947,Northern Metropolitan,14949.0,6.0,20000.0
Richmond,10 Botherambo St,2,t,1200000.0,SP,Jellis,25/02/2017,2.6,3121.0,2.0,2.0,1.0,170.0,89.0,1940.0,Yarra,-37.8229,144.9931,Northern Metropolitan,14949.0,6.0,7058.823529411765
Richmond,288 Church St,3,h,1555000.0,S,Abercromby's,25/02/2017,2.6,3121.0,3.0,2.0,1.0,189.0,164.0,1900.0,Yarra,-37.82,144.9987,Northern Metropolitan,14949.0,6.0,8227.513227513227
Richmond,1/7 Sanders Pl,3,t,1582000.0,S,Jellis,25/02/2017,2.6,3121.0,3.0,3.0,2.0,119.0,184.0,2005.0,Yarra,-37.8278,144.9984,Northern Metropolitan,14949.0,6.0,13294.117647058823
Richmond,28 Farmer St,3,h,2055000.0,SP,Jellis,26/07/2016,2.6,3121.0,3.0,1.0,1.0,331.0,121.0,1960.0,Yarra,-37.8263,145.0085,Northern Metropolitan,14949.0,6.0,6208.45921450151
Richmond,30 Rowena Pde,3,h,1345000.0,S,Biggin,27/06/2016,2.6,3121.0,3.0,1.0,1.0,209.0,128.0,1900.0,Yarra,-37.8206,144.9913,Northern Metropolitan,14949.0,6.0,6435.406698564593
Richmond,201/61 Stawell St,1,u,410000.0,PI,hockingstuart,27/06/2016,2.6,3121.0,1.0,1.0,1.0,0.0,60.0,2008.0,Yarra,-37.822,145.0104,Northern Metropolitan,14949.0,6.0,6833.333333333333
Richmond,3/61 Stawell St,2,u,696000.0,S,Jellis,27/06/2016,2.6,3121.0,2.0,2.0,1.0,0.0,68.0,2008.0,Yarra,-37.822,145.0104,Northern Metropolitan,14949.0,6.0,10235.29411764706
Richmond,5 Birch Sq,3,h,1350000.0,VB,Jellis,27/11/2016,2.6,3121.0,3.0,2.0,2.0,133.0,174.0,2000.0,Yarra,-37.8183,145.0079,Northern Metropolitan,14949.0,6.0,10150.375939849624
Richmond,5/10 Elaine Ct,2,u,807000.0,S,Jellis,27/11/2016,2.6,3121.0,2.0,2.0,2.0,0.0,106.0,2000.0,Yarra,-37.8128,145.0139,Northern Metropolitan,14949.0,6.0,7613.207547169812
Richmond,104/8 Howard St,1,u,385000.0,VB,RT,27/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,50.0,2005.0,Yarra,-37.8331,144.9975,Northern Metropolitan,14949.0,6.0,7700.0
Richmond,52 Hunter St,2,h,1150000.0,SP,Biggin,27/11/2016,2.6,3121.0,2.0,1.0,0.0,156.0,80.0,1900.0,Yarra,-37.8209,145.0052,Northern Metropolitan,14949.0,6.0,7371.794871794872
Richmond,25 Palmer St,4,h,1775000.0,S,Nelson,27/11/2016,2.6,3121.0,4.0,1.0,0.0,434.0,144.0,1900.0,Yarra,-37.8185,145.0061,Northern Metropolitan,14949.0,6.0,4089.861751152074
Richmond,43 Type St,3,h,1270000.0,S,Biggin,27/11/2016,2.6,3121.0,3.0,1.0,1.0,152.0,92.0,1910.0,Yarra,-37.8219,145.0096,Northern Metropolitan,14949.0,6.0,8355.263157894737
Richmond,50 Canterbury St,2,h,827500.0,S,Biggin,28/05/2016,2.6,3121.0,2.0,1.0,0.0,127.0,72.0,1900.0,Yarra,-37.8251,145.0063,Northern Metropolitan,14949.0,6.0,6515.748031496063
Richmond,153/73 River St,2,u,560000.0,SP,Biggin,28/05/2016,2.6,3121.0,2.0,2.0,1.0,0.0,70.0,2004.0,Yarra,-37.8189,145.0131,Northern Metropolitan,14949.0,6.0,8000.0
Richmond,219/6 Lord St,2,u,790000.0,PI,hockingstuart,28/08/2016,2.6,3121.0,2.0,2.0,1.0,0.0,91.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan,14949.0,6.0,8681.318681318682
Richmond,20 Lincoln St,4,h,1212500.0,S,Kay,30/07/2016,2.6,3121.0,4.0,3.0,2.0,108.0,108.0,2010.0,Yarra,-37.8129,145.0013,Northern Metropolitan,14949.0,6.0,11226.851851851852
Richmond,24 The Crofts,2,h,1125000.0,S,hockingstuart,30/07/2016,2.6,3121.0,2.0,1.0,0.0,103.0,74.0,1900.0,Yarra,-37.8199,144.9911,Northern Metropolitan,14949.0,6.0,10922.330097087379
Richmond,5 Union St,3,h,1520000.0,S,Biggin,30/07/2016,2.6,3121.0,3.0,1.0,2.0,248.0,100.0,1900.0,Yarra,-37.8185,144.9935,Northern Metropolitan,14949.0,6.0,6129.032258064516
Rosanna,20 Rowell St,5,h,1101500.0,S,Nelson,3/09/2016,11.4,3084.0,4.0,2.0,1.0,629.0,207.0,1960.0,Banyule,-37.7395,145.0773,Eastern Metropolitan,3540.0,5.0,1751.1923688394277
Rosanna,101 Ellesmere Pde,4,h,1020000.0,PI,Fletchers,7/05/2016,11.4,3084.0,4.0,2.0,2.0,843.0,181.0,1940.0,Banyule,-37.7348,145.0656,Eastern Metropolitan,3540.0,5.0,1209.964412811388
Rosanna,2/236 Lower Plenty Rd,3,u,560000.0,VB,Miles,7/05/2016,11.4,3084.0,3.0,1.0,1.0,213.0,112.0,2000.0,Banyule,-37.7386,145.0733,Eastern Metropolitan,3540.0,5.0,5000.0
Rosanna,21 Ruthven St,3,h,1050000.0,SP,Miles,7/05/2016,11.4,3084.0,3.0,1.0,2.0,1016.0,205.0,1950.0,Banyule,-37.7299,145.0656,Eastern Metropolitan,3540.0,5.0,1033.4645669291338
Rosanna,16/77 St James Rd,2,t,531000.0,S,Nelson,10/09/2016,11.4,3084.0,2.0,1.0,1.0,83.0,89.0,1990.0,Banyule,-37.747,145.07,Eastern Metropolitan,3540.0,5.0,6397.590361445783
Rosanna,166 Rosanna Rd,3,h,620000.0,VB,Miles,10/12/2016,11.4,3084.0,3.0,1.0,0.0,454.0,134.0,1940.0,Banyule,-37.7449,145.072,Eastern Metropolitan,3540.0,5.0,1365.6387665198238
Rosanna,70 McCrae Rd,3,h,780000.0,S,Barry,11/02/2017,11.4,3084.0,3.0,1.0,2.0,627.0,154.0,1970.0,Banyule,-37.7367,145.0797,Eastern Metropolitan,3540.0,5.0,1244.0191387559807
Rosanna,1/73 Lower Plenty Rd,4,h,821000.0,SP,Nelson,14/05/2016,11.4,3084.0,3.0,1.0,2.0,403.0,148.0,1950.0,Banyule,-37.7437,145.0633,Eastern Metropolitan,3540.0,5.0,2037.2208436724566
Rosanna,27 Thomson Dr,4,h,890000.0,VB,Miles,14/05/2016,11.4,3084.0,4.0,3.0,2.0,583.0,182.0,1970.0,Banyule,-37.733,145.0694,Eastern Metropolitan,3540.0,5.0,1526.5866209262435
Rosanna,11/77 McCrae Rd,2,h,430000.0,S,hockingstuart,16/04/2016,11.4,3084.0,2.0,1.0,1.0,164.0,83.0,1980.0,Banyule,-37.7362,145.079,Eastern Metropolitan,3540.0,5.0,2621.951219512195
Rosanna,51 Davies St,3,h,1012000.0,S,Fletchers,17/09/2016,11.4,3084.0,3.0,2.0,1.0,323.0,142.0,2015.0,Banyule,-37.7359,145.0614,Eastern Metropolitan,3540.0,5.0,3133.12693498452
Rosanna,109 Ellesmere Pde,3,h,1020000.0,SP,Miles,17/09/2016,11.4,3084.0,3.0,1.0,2.0,927.0,141.0,1960.0,Banyule,-37.7342,145.0658,Eastern Metropolitan,3540.0,5.0,1100.3236245954693
Rosanna,54 Grove Rd,4,h,1270000.0,S,Fletchers,22/05/2016,11.4,3084.0,4.0,2.0,4.0,604.0,230.0,1950.0,Banyule,-37.7435,145.0686,Eastern Metropolitan,3540.0,5.0,2102.6490066225165
Rosanna,9 Greensborough Rd,3,h,515000.0,S,Ray,24/09/2016,11.4,3084.0,3.0,2.0,1.0,606.0,99.0,1955.0,Banyule,-37.7347,145.0783,Eastern Metropolitan,3540.0,5.0,849.8349834983499
Rosanna,1/8 Stokes St,3,h,867000.0,SP,Nelson,25/02/2017,11.4,3084.0,3.0,1.0,1.0,355.0,51.0,1960.0,Banyule,-37.7352,145.0713,Eastern Metropolitan,3540.0,5.0,2442.2535211267605
Rosanna,14 Invermay Gr,3,h,945000.0,S,Miles,26/07/2016,11.4,3084.0,3.0,1.0,1.0,625.0,135.0,1960.0,Banyule,-37.7412,145.0642,Eastern Metropolitan,3540.0,5.0,1512.0
Rosanna,4/32 Lower Plenty Rd,2,u,618000.0,S,Miles,27/11/2016,11.4,3084.0,2.0,1.0,1.0,151.0,96.0,1980.0,Banyule,-37.7458,145.0609,Eastern Metropolitan,3540.0,5.0,6437.5
Rosanna,2/237 Rosanna Rd,3,u,601000.0,S,Barry,28/05/2016,11.4,3084.0,3.0,2.0,1.0,217.0,142.0,2006.0,Banyule,-37.7388,145.0742,Eastern Metropolitan,3540.0,5.0,4232.394366197183
Rosanna,23 Silk St,3,h,908000.0,S,Miles,30/07/2016,11.4,3084.0,3.0,1.0,2.0,692.0,125.0,1950.0,Banyule,-37.7345,145.0753,Eastern Metropolitan,3540.0,5.0,1312.1387283236995
Seddon,56 Hamilton St,3,h,1145000.0,S,Burnham,3/09/2016,6.6,3011.0,3.0,1.0,1.0,350.0,116.0,1890.0,Maribyrnong,-37.8094,144.8869,Western Metropolitan,2417.0,2.0,3271.4285714285716
Seddon,14 Pole St,3,h,970000.0,S,Jas,3/12/2016,6.6,3011.0,3.0,1.0,0.0,137.0,98.0,1890.0,Maribyrnong,-37.8078,144.8972,Western Metropolitan,2417.0,2.0,7080.291970802919
Seddon,38 Lily St,3,h,1325000.0,VB,Jas,4/06/2016,6.6,3011.0,3.0,3.0,2.0,227.0,211.0,2015.0,Maribyrnong,-37.8033,144.8897,Western Metropolitan,2417.0,2.0,5837.004405286343
Seddon,24/294 Nicholson St,2,u,450000.0,S,Village,6/08/2016,6.6,3011.0,2.0,1.0,2.0,0.0,65.0,1970.0,Maribyrnong,-37.8087,144.8978,Western Metropolitan,2417.0,2.0,6923.076923076923
Seddon,58 Station Rd,3,h,1330000.0,S,Sweeney,7/11/2016,6.6,3011.0,3.0,3.0,2.0,168.0,187.0,2012.0,Maribyrnong,-37.8066,144.887,Western Metropolitan,2417.0,2.0,7916.666666666667
Seddon,44 Alexander St,3,h,1075000.0,SP,Jas,8/10/2016,6.6,3011.0,3.0,2.0,1.0,306.0,140.0,1900.0,Maribyrnong,-37.8038,144.8896,Western Metropolitan,2417.0,2.0,3513.0718954248364
Seddon,38 Lily St,3,h,1350000.0,PI,Village,8/10/2016,6.6,3011.0,3.0,3.0,2.0,227.0,211.0,2015.0,Maribyrnong,-37.8033,144.8897,Western Metropolitan,2417.0,2.0,5947.136563876652
Seddon,15 Pentland Pde,4,h,1201000.0,S,Village,10/12/2016,6.6,3011.0,4.0,2.0,1.0,299.0,158.0,1910.0,Maribyrnong,-37.8087,144.8952,Western Metropolitan,2417.0,2.0,4016.722408026756
Seddon,61 Station Rd,3,h,990000.0,S,Jas,12/11/2016,6.6,3011.0,3.0,1.0,0.0,371.0,134.0,1910.0,Maribyrnong,-37.8066,144.8853,Western Metropolitan,2417.0,2.0,2668.4636118598382
Seddon,1/26 emma St,2,t,720000.0,SP,Greg,14/05/2016,6.6,3011.0,2.0,1.0,1.0,126.0,127.0,2011.0,Maribyrnong,-37.8045,144.8898,Western Metropolitan,2417.0,2.0,5714.285714285715
Seddon,64 Pilgrim St,3,h,880000.0,SP,Jas,15/10/2016,6.6,3011.0,3.0,1.0,0.0,216.0,125.0,1890.0,Maribyrnong,-37.8052,144.8941,Western Metropolitan,2417.0,2.0,4074.074074074074
Seddon,38 Alfred St,3,h,920000.0,PI,Jas,16/04/2016,6.6,3011.0,3.0,2.0,2.0,544.0,132.0,2000.0,Maribyrnong,-37.8057,144.8857,Western Metropolitan,2417.0,2.0,1691.1764705882354
Seddon,11 Hotham St,3,h,1395000.0,SP,Jas,16/04/2016,6.6,3011.0,3.0,1.0,2.0,467.0,155.0,1946.0,Maribyrnong,-37.8093,144.8941,Western Metropolitan,2417.0,2.0,2987.152034261242
Seddon,16 Margaret St,3,h,965000.0,S,Jas,16/04/2016,6.6,3011.0,3.0,1.0,0.0,217.0,104.0,1910.0,Maribyrnong,-37.8037,144.8874,Western Metropolitan,2417.0,2.0,4447.004608294931
Seddon,258 Nicholson St,3,h,920000.0,VB,Jas,16/07/2016,6.6,3011.0,3.0,2.0,1.0,309.0,149.0,1910.0,Maribyrnong,-37.807,144.898,Western Metropolitan,2417.0,2.0,2977.346278317152
Seddon,70 Station Rd,3,h,875000.0,S,Jas,16/07/2016,6.6,3011.0,3.0,2.0,2.0,193.0,154.0,2000.0,Maribyrnong,-37.8065,144.8866,Western Metropolitan,2417.0,2.0,4533.678756476684
Seddon,5 Williamstown Rd,2,h,822500.0,SP,Biggin,17/09/2016,6.6,3011.0,2.0,2.0,1.0,228.0,111.0,1930.0,Maribyrnong,-37.8034,144.8855,Western Metropolitan,2417.0,2.0,3607.4561403508774
Seddon,22 Alfred St,3,h,1080000.0,VB,Village,18/03/2017,6.6,3011.0,3.0,1.0,0.0,234.0,111.0,1900.0,Maribyrnong,-37.8051,144.8858,Western Metropolitan,2417.0,2.0,4615.384615384615
Seddon,93 Williamstown Rd,5,h,1275000.0,SP,Jas,18/03/2017,6.6,3011.0,5.0,3.0,1.0,386.0,218.0,1890.0,Maribyrnong,-37.8078,144.8846,Western Metropolitan,2417.0,2.0,3303.1088082901556
Seddon,27 thomson St,2,h,955000.0,SP,Jas,19/11/2016,6.6,3011.0,2.0,1.0,0.0,148.0,72.0,1912.0,Maribyrnong,-37.8084,144.8907,Western Metropolitan,2417.0,2.0,6452.7027027027025
Seddon,4 webster St,4,h,1455000.0,SP,Jas,19/11/2016,6.6,3011.0,4.0,2.0,3.0,571.0,198.0,1920.0,Maribyrnong,-37.809,144.8865,Western Metropolitan,2417.0,2.0,2548.1611208406302
Seddon,204/2 Alexander St,2,u,533000.0,S,Jas,22/08/2016,6.6,3011.0,2.0,1.0,1.0,0.0,62.0,2012.0,Maribyrnong,-37.8042,144.892,Western Metropolitan,2417.0,2.0,8596.774193548386
Seddon,32 Walter St,4,h,970000.0,VB,Jas,23/04/2016,6.6,3011.0,2.0,2.0,1.0,149.0,127.0,1920.0,Maribyrnong,-37.8047,144.8948,Western Metropolitan,2417.0,2.0,6510.067114093959
Seddon,10/117 Albert St,2,u,355000.0,S,Sweeney,24/09/2016,6.6,3011.0,2.0,1.0,1.0,0.0,71.0,1975.0,Maribyrnong,-37.8066,144.8971,Western Metropolitan,2417.0,2.0,5000.0
Seddon,54 Charles St,3,h,1032000.0,SP,Village,25/02/2017,6.6,3011.0,3.0,1.0,0.0,224.0,136.0,1900.0,Maribyrnong,-37.8067,144.8934,Western Metropolitan,2417.0,2.0,4607.142857142857
Seddon,18 William St,4,h,1270000.0,S,Jas,28/05/2016,6.6,3011.0,3.0,1.0,1.0,352.0,150.0,1890.0,Maribyrnong,-37.8059,144.8899,Western Metropolitan,2417.0,2.0,3607.9545454545455
Seddon,80 Gamon St,2,h,815000.0,S,Chisholm,30/07/2016,6.6,3011.0,2.0,1.0,0.0,172.0,81.0,1900.0,Maribyrnong,-37.81,144.8896,Western Metropolitan,2417.0,2.0,4738.372093023256
South Melbourne,806/50 Albert Rd,2,u,593000.0,S,Dingle,3/09/2016,2.1,3205.0,2.0,2.0,1.0,0.0,83.0,2012.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0,2.0,7144.578313253012
South Melbourne,157 Napier St,3,h,1600000.0,SP,Marshall,3/09/2016,2.1,3205.0,3.0,2.0,1.0,88.0,93.0,1890.0,Port Phillip,-37.8363,144.9628,Southern Metropolitan,5943.0,2.0,18181.81818181818
South Melbourne,396 Dorcas St,4,h,1620000.0,S,Greg,3/12/2016,2.1,3205.0,4.0,2.0,0.0,163.0,153.0,1890.0,Port Phillip,-37.8355,144.951,Southern Metropolitan,5943.0,2.0,9938.650306748466
South Melbourne,25 Mountain St,3,h,1270000.0,S,hockingstuart,4/03/2017,2.1,3205.0,3.0,1.0,0.0,149.0,104.0,1900.0,Port Phillip,-37.8374,144.9495,Southern Metropolitan,5943.0,2.0,8523.489932885906
South Melbourne,38 Tribe St,3,h,2633000.0,S,Marshall,4/03/2017,2.1,3205.0,3.0,1.0,0.0,276.0,119.0,1900.0,Port Phillip,-37.838,144.9489,Southern Metropolitan,5943.0,2.0,9539.855072463768
South Melbourne,144 Cobden St,3,h,1405000.0,PI,Greg,4/06/2016,2.1,3205.0,3.0,1.0,1.0,181.0,117.0,1880.0,Port Phillip,-37.8365,144.9631,Southern Metropolitan,5943.0,2.0,7762.4309392265195
South Melbourne,352 Moray St,4,h,2260000.0,PI,Marshall,7/05/2016,2.1,3205.0,5.0,3.0,0.0,190.0,232.0,1856.0,Port Phillip,-37.8377,144.9653,Southern Metropolitan,5943.0,2.0,11894.736842105263
South Melbourne,72 Smith St,3,h,1595000.0,SP,Marshall,7/05/2016,2.1,3205.0,3.0,2.0,0.0,171.0,126.0,1890.0,Port Phillip,-37.8391,144.9501,Southern Metropolitan,5943.0,2.0,9327.48538011696
South Melbourne,13/182 Albert Rd,2,u,595000.0,S,hockingstuart,7/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,76.0,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0,2.0,7828.9473684210525
South Melbourne,1901/50 Albert Rd,2,u,490000.0,S,Dingle,7/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,56.0,2013.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0,2.0,8750.0
South Melbourne,247 York St,3,h,1250000.0,S,Greg,8/10/2016,2.1,3205.0,3.0,2.0,0.0,224.0,113.0,1890.0,Port Phillip,-37.8329,144.9529,Southern Metropolitan,5943.0,2.0,5580.357142857143
South Melbourne,315 Moray St,4,h,2180000.0,S,Marshall,10/12/2016,2.1,3205.0,4.0,3.0,1.0,200.0,153.0,1860.0,Port Phillip,-37.836,144.965,Southern Metropolitan,5943.0,2.0,10900.0
South Melbourne,22A Cobden St,2,h,930000.0,SP,Cayzer,11/02/2017,2.1,3205.0,2.0,1.0,0.0,115.0,76.0,1900.0,Port Phillip,-37.8345,144.9685,Southern Metropolitan,5943.0,2.0,8086.95652173913
South Melbourne,25 Cobden St,3,h,1200000.0,VB,Greg,13/08/2016,2.1,3205.0,3.0,2.0,0.0,113.0,120.0,1910.0,Port Phillip,-37.8346,144.9688,Southern Metropolitan,5943.0,2.0,10619.469026548673
South Melbourne,16 Tribe St,3,h,2000000.0,S,Cayzer,15/10/2016,2.1,3205.0,3.0,2.0,1.0,161.0,141.0,1890.0,Port Phillip,-37.8383,144.9499,Southern Metropolitan,5943.0,2.0,12422.360248447205
South Melbourne,50 Bridport St,2,h,2000000.0,PI,Greg,16/04/2016,2.1,3205.0,2.0,2.0,1.0,141.0,150.0,1900.0,Port Phillip,-37.8389,144.9612,Southern Metropolitan,5943.0,2.0,14184.397163120568
South Melbourne,203/196 Albert Rd,2,u,1050000.0,VB,Marshall,17/09/2016,2.1,3205.0,2.0,2.0,2.0,0.0,122.0,2001.0,Port Phillip,-37.8372,144.9672,Southern Metropolitan,5943.0,2.0,8606.557377049181
South Melbourne,24 Lyell St,3,h,1250000.0,VB,Greg,17/09/2016,2.1,3205.0,3.0,2.0,1.0,108.0,125.0,1890.0,Port Phillip,-37.8363,144.9509,Southern Metropolitan,5943.0,2.0,11574.074074074075
South Melbourne,248 Montague St,3,h,1650000.0,VB,Marshall,17/09/2016,2.1,3205.0,3.0,2.0,0.0,204.0,195.0,1890.0,Port Phillip,-37.8357,144.9531,Southern Metropolitan,5943.0,2.0,8088.235294117647
South Melbourne,1009/148 Wells St,2,u,561000.0,S,MICM,18/03/2017,2.1,3205.0,2.0,1.0,1.0,0.0,78.0,2001.0,Port Phillip,-37.8308,144.9694,Southern Metropolitan,5943.0,2.0,7192.307692307692
South Melbourne,296 Albert Rd,3,h,1825000.0,S,Marshall,18/06/2016,2.1,3205.0,3.0,2.0,2.0,151.0,153.0,1900.0,Port Phillip,-37.8383,144.9632,Southern Metropolitan,5943.0,2.0,12086.092715231787
South Melbourne,48 Glover St,2,h,1200000.0,VB,Greg,18/06/2016,2.1,3205.0,2.0,2.0,1.0,131.0,79.0,1890.0,Port Phillip,-37.839,144.94799999999995,Southern Metropolitan,5943.0,2.0,9160.30534351145
South Melbourne,46 Cobden St,3,h,1390000.0,PI,Greg,22/05/2016,2.1,3205.0,3.0,2.0,1.0,138.0,138.0,1998.0,Port Phillip,-37.8351,144.9675,Southern Metropolitan,5943.0,2.0,10072.463768115942
South Melbourne,18a Iffla St,4,h,1615000.0,S,Marshall,22/05/2016,2.1,3205.0,4.0,3.0,2.0,577.0,220.0,2009.0,Port Phillip,-37.8357,144.9502,Southern Metropolitan,5943.0,2.0,2798.9601386481804
South Melbourne,164 Cecil St,3,h,2075000.0,S,Marshall,27/11/2016,2.1,3205.0,3.0,2.0,0.0,141.0,163.0,1890.0,Port Phillip,-37.8333,144.9576,Southern Metropolitan,5943.0,2.0,14716.312056737588
South Yarra,5/38 MacFarlan St,2,u,722000.0,SP,Jellis,3/09/2016,3.3,3141.0,2.0,1.0,1.0,0.0,86.0,2003.0,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0,6.0,8395.348837209302
South Yarra,202/8 Bond St,2,u,850000.0,PI,Kay,3/12/2016,3.3,3141.0,2.0,2.0,2.0,0.0,86.0,2014.0,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887.0,6.0,9883.720930232557
South Yarra,43/100 Commercial Rd,3,u,1230000.0,S,Kay,3/12/2016,3.3,3141.0,3.0,2.0,2.0,0.0,138.0,1998.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0,6.0,8913.04347826087
South Yarra,8/18 Darling St,2,u,535000.0,S,hockingstuart,4/03/2017,3.3,3141.0,2.0,1.0,1.0,0.0,64.0,1970.0,Stonnington,-37.8374,144.9918,Southern Metropolitan,14887.0,6.0,8359.375
South Yarra,7/32 Marne St,2,u,695000.0,PI,Kay,4/03/2017,3.3,3141.0,2.0,1.0,0.0,0.0,79.0,1930.0,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887.0,6.0,8797.468354430379
South Yarra,10/34 MacFarlan St,2,u,775000.0,SP,hockingstuart,4/06/2016,3.3,3141.0,2.0,1.0,1.0,0.0,103.0,2000.0,Stonnington,-37.8394,144.9886,Southern Metropolitan,14887.0,6.0,7524.271844660194
South Yarra,20/30 Mona Pl,2,u,572000.0,SP,hockingstuart,4/06/2016,3.3,3141.0,2.0,1.0,1.0,0.0,73.0,1960.0,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887.0,6.0,7835.6164383561645
South Yarra,12 Witchwood Cl,3,t,1460000.0,PI,hockingstuart,4/06/2016,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0,6.0,8066.298342541437
South Yarra,8/24 Fitzgerald St,2,u,623500.0,SP,hockingstuart,7/05/2016,3.3,3141.0,2.0,1.0,1.0,0.0,75.0,1970.0,Stonnington,-37.8426,144.993,Southern Metropolitan,14887.0,6.0,8313.333333333334
South Yarra,8/99 Osborne St,1,u,409000.0,S,Castran,7/05/2016,3.3,3141.0,1.0,1.0,1.0,0.0,45.0,1970.0,Stonnington,-37.8414,144.991,Southern Metropolitan,14887.0,6.0,9088.888888888889
South Yarra,1/14 Arthur St,3,t,1250000.0,S,Kay,7/11/2016,3.3,3141.0,3.0,2.0,1.0,80.0,118.0,2003.0,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887.0,6.0,15625.0
South Yarra,4/957 Punt Rd,2,u,659000.0,SP,Jellis,7/11/2016,3.3,3141.0,2.0,1.0,1.0,0.0,77.0,1940.0,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887.0,6.0,8558.441558441558
South Yarra,19/110 Caroline St,2,u,780000.0,PI,Williams,8/10/2016,3.3,3141.0,2.0,1.0,1.0,0.0,75.0,1960.0,Stonnington,-37.8343,144.9899,Southern Metropolitan,14887.0,6.0,10400.0
South Yarra,26 Fawkner St,2,h,1455000.0,S,Jellis,8/10/2016,3.3,3141.0,2.0,1.0,0.0,225.0,94.0,1890.0,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887.0,6.0,6466.666666666667
South Yarra,2/403 Toorak Rd,1,u,360500.0,S,hockingstuart,8/10/2016,3.3,3141.0,1.0,1.0,1.0,0.0,44.0,1960.0,Stonnington,-37.8404,145.0045,Southern Metropolitan,14887.0,6.0,8193.181818181818
South Yarra,2/1 Walsh St,2,u,1300000.0,PI,Williams,8/10/2016,3.3,3141.0,2.0,2.0,2.0,0.0,107.0,1986.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887.0,6.0,12149.532710280373
South Yarra,6/97 Osborne St,1,u,380000.0,S,hockingstuart,10/12/2016,3.3,3141.0,1.0,1.0,1.0,0.0,41.0,1980.0,Stonnington,-37.8415,144.991,Southern Metropolitan,14887.0,6.0,9268.292682926829
South Yarra,18 Avoca St,4,h,5700000.0,S,Castran,12/11/2016,3.3,3141.0,4.0,2.0,0.0,292.0,272.0,1880.0,Stonnington,-37.8377,144.9894,Southern Metropolitan,14887.0,6.0,19520.54794520548
South Yarra,18/33 Kensington Rd,1,u,515000.0,SP,hockingstuart,12/11/2016,3.3,3141.0,1.0,1.0,1.0,0.0,44.0,1970.0,Stonnington,-37.8375,145.0012,Southern Metropolitan,14887.0,6.0,11704.545454545454
South Yarra,76 Leopold St,3,h,2695000.0,PI,Marshall,12/11/2016,3.3,3141.0,3.0,2.0,1.0,215.0,200.0,1910.0,Melbourne,-37.8361,144.9831,Southern Metropolitan,14887.0,6.0,12534.883720930233
South Yarra,12/219 Williams Rd,1,u,310000.0,PI,Buxton,12/11/2016,3.3,3141.0,1.0,1.0,1.0,0.0,40.0,1950.0,Stonnington,-37.8444,145.0037,Southern Metropolitan,14887.0,6.0,7750.0
South Yarra,25/388 Toorak Rd,2,u,627500.0,S,hockingstuart,13/08/2016,3.3,3141.0,2.0,1.0,1.0,0.0,85.0,1970.0,Stonnington,-37.8407,145.004,Southern Metropolitan,14887.0,6.0,7382.35294117647
South Yarra,1107/12 Yarra St,1,u,425000.0,PI,Biggin,13/08/2016,3.3,3141.0,1.0,1.0,1.0,0.0,56.0,2007.0,Stonnington,-37.837,144.9931,Southern Metropolitan,14887.0,6.0,7589.285714285715
South Yarra,3/49 Osborne St,1,u,330000.0,VB,Jellis,14/05/2016,3.3,3141.0,1.0,1.0,1.0,0.0,47.0,1970.0,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887.0,6.0,7021.276595744681
South Yarra,9/18 Kensington Rd,2,u,693000.0,S,Biggin,15/10/2016,3.3,3141.0,2.0,1.0,1.0,2122.0,64.0,1960.0,Stonnington,-37.8383,145.0014,Southern Metropolitan,14887.0,6.0,10828.125
